model,category,image,expected,onnx,same_verdict,abs_diff
patchcore,metal_nut,scratch/021.png,0.663444,0.6617017984390259,True,0.0017422015609741548
patchcore,metal_nut,scratch/022.png,0.565894,0.5660321116447449,True,0.00013811164474486493
patchcore,screw,good/000.png,0.457448,0.45868855714797974,True,0.001240557147979715
patchcore,screw,good/002.png,0.403798,0.40484175086021423,True,0.0010437508602142431
patchcore,screw,good/007.png,0.372858,0.3730190694332123,True,0.00016106943321225753
patchcore,screw,good/010.png,0.373909,0.373585045337677,True,0.0003239546623229894
patchcore,screw,good/011.png,0.459047,0.45893481373786926,True,0.00011218626213072014
patchcore,screw,good/013.png,0.460856,0.461498498916626,True,0.0006424989166259887
patchcore,screw,good/015.png,0.477501,0.47745633125305176,True,4.466874694825096e-05
patchcore,screw,good/016.png,0.362968,0.3630242943763733,True,5.6294376373278165e-05
patchcore,screw,good/017.png,0.331608,0.33108413219451904,True,0.0005238678054809709
patchcore,screw,good/021.png,0.389759,0.3897358179092407,True,2.3182090759299445e-05
patchcore,screw,good/024.png,0.4524,0.4528556764125824,True,0.0004556764125823731
patchcore,screw,good/027.png,0.506316,0.5060932040214539,True,0.00022279597854613087
patchcore,screw,good/028.png,0.306277,0.30615007877349854,True,0.0001269212265014863
patchcore,screw,good/029.png,0.384768,0.3834085464477539,True,0.0013594535522460927
patchcore,screw,good/030.png,0.426928,0.4261326789855957,True,0.000795321014404271
patchcore,screw,good/031.png,0.479844,0.4798659086227417,True,2.1908622741706463e-05
patchcore,screw,good/032.png,0.397199,0.3967990577220917,True,0.00039994227790834946
patchcore,screw,good/034.png,0.362029,0.36310717463493347,True,0.001078174634933482
patchcore,screw,good/035.png,0.697561,0.6949739456176758,True,0.0025870543823242054
patchcore,screw,good/037.png,0.39312,0.3929714858531952,True,0.00014851414680483455
patchcore,screw,good/039.png,0.380373,0.3801051080226898,True,0.0002678919773101973
patchcore,screw,manipulated_front/004.png,0.877742,0.877522349357605,True,0.00021965064239504173
patchcore,screw,manipulated_front/009.png,0.662596,0.6644136309623718,True,0.0018176309623718634
patchcore,screw,manipulated_front/010.png,0.740312,0.7393754124641418,True,0.0009365875358581244
patchcore,screw,manipulated_front/011.png,0.690725,0.6890329718589783,True,0.001692028141021762
patchcore,screw,manipulated_front/012.png,0.535366,0.5347667336463928,True,0.0005992663536071863
patchcore,screw,manipulated_front/013.png,0.779235,0.7767738103866577,True,0.002461189613342296
patchcore,screw,manipulated_front/015.png,0.821707,0.8218103647232056,True,0.0001033647232056012
patchcore,screw,manipulated_front/016.png,0.935442,0.936104416847229,True,0.0006624168472290082
patchcore,screw,manipulated_front/020.png,0.55195,0.5514786243438721,True,0.0004713756561279814
patchcore,screw,manipulated_front/022.png,0.591569,0.5925465226173401,True,0.0009775226173400764
patchcore,screw,scratch_head/001.png,0.752028,0.7519570589065552,True,7.0941093444854e-05
patchcore,screw,scratch_head/007.png,0.693119,0.6926576495170593,True,0.00046135048294071446
patchcore,screw,scratch_head/009.png,0.804248,0.803572952747345,True,0.0006750472526549922
patchcore,screw,scratch_head/012.png,0.894902,0.8950042128562927,True,0.00010221285629274934
patchcore,screw,scratch_head/014.png,0.534841,0.5346311330795288,True,0.00020986692047120226
patchcore,screw,scratch_head/015.png,1.0,1.0,True,0.0
patchcore,screw,scratch_head/016.png,0.714792,0.7147843241691589,True,7.675830841047393e-06
patchcore,screw,scratch_head/018.png,0.688462,0.6881895065307617,True,0.00027249346923829965
patchcore,screw,scratch_head/020.png,0.736256,0.7362543344497681,True,1.6655502319551374e-06
patchcore,screw,scratch_head/022.png,0.470734,0.47116217017173767,True,0.0004281701717376851
patchcore,screw,scratch_head/023.png,0.724173,0.7248842120170593,True,0.0007112120170593705
patchcore,screw,scratch_neck/000.png,0.639293,0.6394932866096497,True,0.00020028660964965805
patchcore,screw,scratch_neck/001.png,1.0,1.0,True,0.0
patchcore,screw,scratch_neck/002.png,0.618647,0.6184619069099426,True,0.00018509309005732
patchcore,screw,scratch_neck/005.png,0.616997,0.6169455051422119,True,5.149485778810359e-05
patchcore,screw,scratch_neck/009.png,1.0,1.0,True,0.0
patchcore,screw,scratch_neck/010.png,0.975533,0.975531816482544,True,1.1835174560381745e-06
patchcore,screw,scratch_neck/011.png,0.716987,0.7168211936950684,True,0.00016580630493168158
patchcore,screw,scratch_neck/012.png,0.705418,0.7052698731422424,True,0.00014812685775755785
patchcore,screw,scratch_neck/015.png,1.0,1.0,True,0.0
patchcore,screw,scratch_neck/016.png,1.0,1.0,True,0.0
patchcore,screw,scratch_neck/019.png,0.99214,0.9922391772270203,True,9.917722702024179e-05
patchcore,screw,scratch_neck/020.png,1.0,1.0,True,0.0
patchcore,screw,scratch_neck/021.png,0.666639,0.6663014888763428,True,0.00033751112365720815
patchcore,screw,scratch_neck/024.png,1.0,1.0,True,0.0
patchcore,screw,thread_side/000.png,0.504586,0.5038943290710449,True,0.0006916709289550571
patchcore,screw,thread_side/002.png,0.692639,0.6941495537757874,True,0.0015105537757873488
patchcore,screw,thread_side/003.png,0.550992,0.551081657409668,True,8.965740966793145e-05
patchcore,screw,thread_side/005.png,0.77358,0.7736592888832092,True,7.928888320918315e-05
patchcore,screw,thread_side/011.png,0.850365,0.8511890172958374,True,0.0008240172958373648
patchcore,screw,thread_side/013.png,0.527128,0.5264419913291931,True,0.0006860086708069257
patchcore,screw,thread_side/014.png,0.73944,0.7388472557067871,True,0.0005927442932128768
patchcore,screw,thread_side/015.png,0.563755,0.5645328760147095,True,0.0007778760147094665
patchcore,screw,thread_side/016.png,0.575616,0.5763236880302429,True,0.0007076880302429034
patchcore,screw,thread_side/017.png,0.868246,0.868721604347229,True,0.00047560434722904166
patchcore,screw,thread_side/020.png,0.53965,0.5409785509109497,True,0.001328550910949744
patchcore,screw,thread_side/021.png,0.690174,0.6898953914642334,True,0.00027860853576655575
patchcore,screw,thread_top/000.png,1.0,1.0,True,0.0
patchcore,screw,thread_top/001.png,0.82436,0.8239907622337341,True,0.0003692377662658508
patchcore,screw,thread_top/003.png,0.483061,0.48355212807655334,True,0.0004911280765533266
patchcore,screw,thread_top/005.png,0.887124,0.8873481154441833,True,0.00022411544418332596
patchcore,screw,thread_top/006.png,0.806453,0.8070195913314819,True,0.0005665913314819582
patchcore,screw,thread_top/007.png,1.0,1.0,True,0.0
patchcore,screw,thread_top/008.png,0.627133,0.6290906667709351,True,0.001957666770935007
patchcore,screw,thread_top/009.png,0.870467,0.8695590496063232,True,0.0009079503936767486
patchcore,screw,thread_top/010.png,0.806069,0.8061448335647583,True,7.58335647582653e-05
patchcore,screw,thread_top/011.png,0.961824,0.9615866541862488,True,0.00023734581375123298
patchcore,screw,thread_top/013.png,0.893773,0.8928650617599487,True,0.0009079382400513092
patchcore,screw,thread_top/015.png,0.686537,0.6880159378051758,True,0.0014789378051758284
patchcore,screw,thread_top/019.png,1.0,1.0,True,0.0
patchcore,pill,color/004.png,0.87119,0.8711826801300049,True,7.319869995137118e-06
patchcore,pill,color/005.png,0.444112,0.44556155800819397,True,0.001449558008193963
patchcore,pill,color/006.png,0.879272,0.8795797824859619,True,0.00030778248596186053
patchcore,pill,color/009.png,0.610543,0.6109030246734619,True,0.0003600246734619672
patchcore,pill,color/010.png,0.363477,0.36391788721084595,True,0.0004408872108459527
patchcore,pill,color/016.png,0.820587,0.8213756084442139,True,0.0007886084442139119
patchcore,pill,color/018.png,0.766905,0.765450119972229,True,0.001454880027770944
patchcore,pill,color/019.png,0.891838,0.8913694620132446,True,0.0004685379867553907
patchcore,pill,color/020.png,0.713493,0.7121349573135376,True,0.0013580426864624462
patchcore,pill,combined/000.png,0.634008,0.634101390838623,True,9.339083862303088e-05
patchcore,pill,combined/003.png,1.0,1.0,True,0.0
patchcore,pill,combined/004.png,0.752437,0.7522344589233398,True,0.00020254107666017873
patchcore,pill,combined/005.png,0.589344,0.5888770222663879,True,0.00046697773361203954
patchcore,pill,combined/007.png,0.525124,0.5253328680992126,True,0.0002088680992126113
patchcore,pill,combined/008.png,0.88477,0.8852838277816772,True,0.0005138277816773007
patchcore,pill,combined/010.png,0.799036,0.7990212440490723,True,1.4755950927702877e-05
patchcore,pill,combined/011.png,0.92027,0.9195926785469055,True,0.0006773214530945149
patchcore,pill,combined/014.png,1.0,1.0,True,0.0
patchcore,pill,combined/015.png,0.698847,0.6981624364852905,True,0.0006845635147094686
patchcore,pill,contamination/004.png,0.611644,0.6108250021934509,True,0.0008189978065490378
patchcore,pill,contamination/008.png,0.752392,0.7531532049179077,True,0.0007612049179077651
patchcore,pill,contamination/010.png,0.697845,0.6971932649612427,True,0.0006517350387573728
patchcore,pill,contamination/014.png,0.838149,0.8384276628494263,True,0.00027866284942623665
patchcore,pill,contamination/017.png,0.91551,0.9155233502388,True,1.3350238800002856e-05
patchcore,pill,contamination/018.png,1.0,1.0,True,0.0
patchcore,pill,contamination/020.png,0.456125,0.45583024621009827,True,0.00029475378990173606
patchcore,pill,crack/000.png,0.558851,0.5591100454330444,True,0.00025904543304444694
patchcore,pill,crack/002.png,0.659302,0.6592459678649902,True,5.6032135009820294e-05
patchcore,pill,crack/006.png,0.70231,0.702680230140686,True,0.0003702301406860453
patchcore,pill,crack/009.png,0.630105,0.6302388906478882,True,0.0001338906478881574
patchcore,pill,crack/010.png,0.54445,0.5439067482948303,True,0.0005432517051696673
patchcore,pill,crack/013.png,0.477958,0.47796282172203064,True,4.821722030645681e-06
patchcore,pill,crack/014.png,0.387764,0.3881051242351532,True,0.00034112423515320067
patchcore,pill,crack/015.png,0.588695,0.588776171207428,True,8.11712074280102e-05
patchcore,pill,crack/016.png,0.390597,0.3898222744464874,True,0.0007747255535126008
patchcore,pill,crack/018.png,0.865674,0.8655583262443542,True,0.00011567375564580651
patchcore,pill,crack/019.png,0.699646,0.6995640993118286,True,8.190068817137686e-05
patchcore,pill,crack/023.png,0.700736,0.7008055448532104,True,6.95448532104237e-05
patchcore,pill,crack/024.png,0.376953,0.376853346824646,True,9.965317535398643e-05
patchcore,pill,faulty_imprint/002.png,0.745411,0.7460750341415405,True,0.0006640341415404816
patchcore,pill,faulty_imprint/004.png,0.589096,0.5896360278129578,True,0.0005400278129578107
patchcore,pill,faulty_imprint/009.png,0.651759,0.6514038443565369,True,0.000355155643463112
patchcore,pill,faulty_imprint/011.png,0.696137,0.6953877210617065,True,0.0007492789382934628
patchcore,pill,faulty_imprint/014.png,0.633535,0.6330051422119141,True,0.0005298577880858968
patchcore,pill,faulty_imprint/015.png,0.680833,0.6816828846931458,True,0.0008498846931457305
patchcore,pill,good/000.png,0.336265,0.335468053817749,True,0.0007969461822509571
patchcore,pill,good/001.png,0.388838,0.3891086280345917,True,0.00027062803459165785
patchcore,pill,good/002.png,0.39392,0.3940099775791168,True,8.997757911682891e-05
patchcore,pill,good/004.png,0.264129,0.26270735263824463,True,0.0014216473617553738
patchcore,pill,good/006.png,0.380066,0.3800899088382721,True,2.390883827207979e-05
patchcore,pill,good/007.png,0.613383,0.6131879687309265,True,0.00019503126907349788
patchcore,pill,good/008.png,0.448094,0.4482463598251343,True,0.00015235982513428503
patchcore,pill,good/012.png,0.442355,0.4415086805820465,True,0.0008463194179534894
patchcore,pill,good/013.png,0.455088,0.45437973737716675,True,0.0007082626228332445
patchcore,pill,good/015.png,0.362777,0.36323022842407227,True,0.0004532284240722495
patchcore,pill,good/018.png,0.368307,0.36756813526153564,True,0.000738864738464351
patchcore,pill,good/022.png,0.346101,0.34708112478256226,True,0.0009801247825622639
patchcore,pill,good/024.png,0.441414,0.4427563548088074,True,0.0013423548088074
patchcore,pill,pill_type/000.png,0.979684,0.979320764541626,True,0.0003632354583740227
patchcore,pill,pill_type/001.png,1.0,1.0,True,0.0
patchcore,pill,pill_type/002.png,0.936411,0.9354518055915833,True,0.0009591944084167414
patchcore,pill,pill_type/003.png,1.0,1.0,True,0.0
patchcore,pill,pill_type/004.png,0.881157,0.8805056810379028,True,0.000651318962097136
patchcore,pill,pill_type/006.png,1.0,1.0,True,0.0
patchcore,pill,scratch/001.png,0.604755,0.6062372326850891,True,0.0014822326850890688
patchcore,pill,scratch/002.png,0.700001,0.7003868818283081,True,0.0003858818283081211
patchcore,pill,scratch/004.png,0.625203,0.6245787143707275,True,0.0006242856292724142
patchcore,pill,scratch/005.png,0.484713,0.4844760596752167,True,0.00023694032478333016
patchcore,pill,scratch/006.png,0.683245,0.6837474703788757,True,0.0005024703788757412
patchcore,pill,scratch/007.png,0.498175,0.49771028757095337,True,0.0004647124290466098
patchcore,pill,scratch/008.png,0.545872,0.5463932156562805,True,0.0005212156562804937
patchcore,pill,scratch/009.png,0.764509,0.7650036215782166,True,0.0004946215782165586
patchcore,pill,scratch/010.png,0.887593,0.8883728384971619,True,0.0007798384971618999
patchcore,pill,scratch/012.png,0.68294,0.6823762059211731,True,0.0005637940788268958
patchcore,pill,scratch/013.png,0.808203,0.806736171245575,True,0.0014668287544250536
patchcore,pill,scratch/014.png,0.729776,0.7314249277114868,True,0.0016489277114868361
patchcore,pill,scratch/015.png,0.727339,0.7265396118164062,True,0.0007993881835937078
patchcore,pill,scratch/016.png,0.733076,0.7314708828926086,True,0.0016051171073913073
patchcore,pill,scratch/017.png,0.63344,0.6332385540008545,True,0.00020144599914551087
patchcore,pill,scratch/019.png,0.742187,0.7425880432128906,True,0.00040104321289058387
patchcore,pill,scratch/020.png,0.728866,0.7298344969749451,True,0.0009684969749450545
patchcore,pill,scratch/021.png,1.0,1.0,True,0.0
patchcore,pill,scratch/022.png,0.499346,0.5004265904426575,False,0.0010805904426574586
patchcore,pill,scratch/023.png,0.615156,0.6154110431671143,True,0.0002550431671142217
fastflow,metal_nut,bent/000.png,0.970974,0.9711588621139526,True,0.00018486211395263297
fastflow,metal_nut,bent/003.png,0.896753,0.8990115523338318,True,0.002258552333831765
fastflow,metal_nut,bent/004.png,0.67677,0.6770455837249756,True,0.00027558372497560324
fastflow,metal_nut,bent/007.png,0.59535,0.5949875116348267,True,0.0003624883651733857
fastflow,metal_nut,bent/008.png,0.865743,0.8653364777565002,True,0.00040652224349979615
fastflow,metal_nut,bent/010.png,0.673552,0.674289882183075,True,0.0007378821830749116
fastflow,metal_nut,bent/013.png,1.0,1.0,True,0.0
fastflow,metal_nut,bent/017.png,0.785722,0.7854617238044739,True,0.00026027619552615455
fastflow,metal_nut,bent/018.png,1.0,1.0,True,0.0
fastflow,metal_nut,bent/020.png,0.720452,0.7199966907501221,True,0.000455309249877911
fastflow,metal_nut,bent/024.png,0.823048,0.8218957185745239,True,0.001152281425476076
fastflow,metal_nut,color/003.png,0.704413,0.7050722241401672,True,0.0006592241401672805
fastflow,metal_nut,color/004.png,1.0,1.0,True,0.0
fastflow,metal_nut,color/006.png,0.79187,0.7923805117607117,True,0.0005105117607117071
fastflow,metal_nut,color/008.png,1.0,1.0,True,0.0
fastflow,metal_nut,color/009.png,1.0,1.0,True,0.0
fastflow,metal_nut,color/011.png,0.977798,0.9776802659034729,True,0.00011773409652704458
fastflow,metal_nut,color/012.png,0.987676,0.9876017570495605,True,7.42429504394515e-05
fastflow,metal_nut,color/014.png,1.0,1.0,True,0.0
fastflow,metal_nut,color/018.png,1.0,1.0,True,0.0
fastflow,metal_nut,color/019.png,0.993866,0.9938724040985107,True,6.404098510714995e-06
fastflow,metal_nut,color/020.png,1.0,1.0,True,0.0
fastflow,metal_nut,color/021.png,0.955687,0.9555486440658569,True,0.0001383559341430196
fastflow,metal_nut,flip/001.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/004.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/006.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/007.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/008.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/009.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/012.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/013.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/014.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/015.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/017.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/018.png,1.0,1.0,True,0.0
fastflow,metal_nut,flip/020.png,1.0,1.0,True,0.0
fastflow,metal_nut,good/002.png,0.419269,0.4194416105747223,True,0.00017261057472228725
fastflow,metal_nut,good/003.png,0.079452,0.0803745687007904,True,0.0009225687007904104
fastflow,metal_nut,good/004.png,0.987524,0.9884697794914246,True,0.0009457794914246032
fastflow,metal_nut,good/006.png,0.798088,0.8003230094909668,True,0.0022350094909667773
fastflow,metal_nut,good/008.png,0.305322,0.30432581901550293,True,0.0009961809844970526
fastflow,metal_nut,good/011.png,0.197211,0.19814661145210266,True,0.0009356114521026637
fastflow,metal_nut,good/016.png,0.720467,0.7226237058639526,True,0.002156705863952668
fastflow,metal_nut,good/017.png,0.257325,0.25890249013900757,True,0.0015774901390075424
fastflow,metal_nut,good/018.png,0.033185,0.032281726598739624,True,0.0009032734012603752
fastflow,metal_nut,good/020.png,0.199191,0.20149895548820496,True,0.002307955488204949
fastflow,metal_nut,good/021.png,0.363886,0.3607693314552307,True,0.0031166685447692744
fastflow,metal_nut,scratch/007.png,0.979599,0.9794811010360718,True,0.00011789896392822019
fastflow,metal_nut,scratch/008.png,0.916337,0.9163511991500854,True,1.4199150085492107e-05
fastflow,metal_nut,scratch/011.png,0.819857,0.8199979066848755,True,0.00014090668487554137
fastflow,metal_nut,scratch/012.png,0.959174,0.9593789577484131,True,0.00020495774841311487
fastflow,metal_nut,scratch/014.png,0.715035,0.7154401540756226,True,0.00040515407562258243
fastflow,metal_nut,scratch/015.png,0.994662,0.9945726990699768,True,8.930093002323947e-05
fastflow,metal_nut,scratch/016.png,0.963655,0.9635461568832397,True,0.00010884311676029323
fastflow,metal_nut,scratch/017.png,0.933054,0.9332566857337952,True,0.000202685733795116
fastflow,metal_nut,scratch/018.png,1.0,1.0,True,0.0
fastflow,metal_nut,scratch/021.png,1.0,1.0,True,0.0
fastflow,metal_nut,scratch/022.png,0.474954,0.4740791618824005,True,0.0008748381175994746
fastflow,screw,good/000.png,0.654796,0.6538257002830505,True,0.0009702997169495076
fastflow,screw,good/002.png,0.998809,0.9980202913284302,True,0.0007887086715697711
fastflow,screw,good/007.png,0.539054,0.5590265989303589,True,0.019972598930358854
fastflow,screw,good/010.png,0.801405,0.7995840311050415,True,0.00182096889495853
fastflow,screw,good/011.png,0.821963,0.8215376138687134,True,0.0004253861312866203
fastflow,screw,good/013.png,1.0,1.0,True,0.0
fastflow,screw,good/015.png,0.697335,0.6954742670059204,True,0.001860732994079628
fastflow,screw,good/016.png,0.697207,0.6946700215339661,True,0.0025369784660339567
fastflow,screw,good/017.png,0.650154,0.6497042179107666,True,0.0004497820892334081
fastflow,screw,good/021.png,0.542346,0.5480880737304688,True,0.005742073730468755
fastflow,screw,good/024.png,0.746505,0.7464961409568787,True,8.859043121312027e-06
fastflow,screw,good/027.png,0.862041,0.8632209300994873,True,0.0011799300994873585
fastflow,screw,good/028.png,0.624513,0.6299002170562744,True,0.005387217056274429
fastflow,screw,good/029.png,0.70098,0.6988620758056641,True,0.002117924194335985
fastflow,screw,good/030.png,0.821477,0.8205703496932983,True,0.0009066503067016729
fastflow,screw,good/031.png,0.744102,0.7474911212921143,True,0.0033891212921142166
fastflow,screw,good/032.png,0.958929,0.9604771137237549,True,0.0015481137237548515
fastflow,screw,good/034.png,0.491153,0.4917972683906555,True,0.0006442683906555113
fastflow,screw,good/035.png,0.781463,0.7845007181167603,True,0.003037718116760235
fastflow,screw,good/037.png,0.703174,0.6980072259902954,True,0.005166774009704556
fastflow,screw,good/039.png,0.486244,0.4856630861759186,True,0.0005809138240814304
fastflow,screw,manipulated_front/004.png,0.7265,0.7282974123954773,True,0.0017974123954772603
fastflow,screw,manipulated_front/009.png,1.0,1.0,True,0.0
fastflow,screw,manipulated_front/010.png,0.952955,0.9613460302352905,True,0.00839103023529053
fastflow,screw,manipulated_front/011.png,0.8076,0.8098902702331543,True,0.0022902702331543123
fastflow,screw,manipulated_front/012.png,1.0,1.0,True,0.0
fastflow,screw,manipulated_front/013.png,1.0,1.0,True,0.0
fastflow,screw,manipulated_front/015.png,1.0,1.0,True,0.0
fastflow,screw,manipulated_front/016.png,1.0,1.0,True,0.0
fastflow,screw,manipulated_front/020.png,0.748356,0.7488174438476562,True,0.0004614438476562288
fastflow,screw,manipulated_front/022.png,0.842948,0.8429476022720337,True,3.977279663391897e-07
fastflow,screw,scratch_head/001.png,1.0,1.0,True,0.0
fastflow,screw,scratch_head/007.png,0.921486,0.9204127192497253,True,0.0010732807502746855
fastflow,screw,scratch_head/009.png,0.889035,0.8942568898200989,True,0.005221889820098857
fastflow,screw,scratch_head/012.png,0.774289,0.7726155519485474,True,0.0016734480514526417
fastflow,screw,scratch_head/014.png,0.725497,0.7234090566635132,True,0.002087943336486764
fastflow,screw,scratch_head/015.png,0.915975,0.9171271324157715,True,0.0011521324157715007
fastflow,screw,scratch_head/016.png,0.939662,0.941093921661377,True,0.0014319216613769559
fastflow,screw,scratch_head/018.png,0.898384,0.9040230512619019,True,0.005639051261901895
fastflow,screw,scratch_head/020.png,0.672094,0.6716500520706177,True,0.00044394792938229344
fastflow,screw,scratch_head/022.png,1.0,0.9828416109085083,True,0.0171583890914917
fastflow,screw,scratch_head/023.png,0.956483,0.9572277069091797,True,0.0007447069091797154
fastflow,screw,scratch_neck/000.png,1.0,1.0,True,0.0
fastflow,screw,scratch_neck/001.png,1.0,1.0,True,0.0
fastflow,screw,scratch_neck/002.png,0.762451,0.7642432451248169,True,0.0017922451248169047
fastflow,screw,scratch_neck/005.png,0.701502,0.699015736579895,True,0.0024862634201049394
fastflow,screw,scratch_neck/009.png,1.0,1.0,True,0.0
fastflow,screw,scratch_neck/010.png,0.837188,0.8392431735992432,True,0.002055173599243121
fastflow,screw,scratch_neck/011.png,1.0,1.0,True,0.0
fastflow,screw,scratch_neck/012.png,0.991826,0.9862251281738281,True,0.00560087182617186
fastflow,screw,scratch_neck/015.png,0.83867,0.8411522507667542,True,0.002482250766754124
fastflow,screw,scratch_neck/016.png,0.840841,0.8401972055435181,True,0.0006437944564818832
fastflow,screw,scratch_neck/019.png,0.882305,0.8828807473182678,True,0.0005757473182678163
fastflow,screw,scratch_neck/020.png,1.0,1.0,True,0.0
fastflow,screw,scratch_neck/021.png,0.553965,0.5543287992477417,True,0.0003637992477416585
fastflow,screw,scratch_neck/024.png,1.0,1.0,True,0.0
fastflow,screw,thread_side/000.png,0.969007,0.9679099321365356,True,0.0010970678634643072
fastflow,screw,thread_side/002.png,0.639682,0.6398376822471619,True,0.00015568224716189238
fastflow,screw,thread_side/003.png,0.772178,0.7737054824829102,True,0.0015274824829101252
fastflow,screw,thread_side/005.png,1.0,1.0,True,0.0
fastflow,screw,thread_side/011.png,0.939459,0.9399226903915405,True,0.0004636903915404833
fastflow,screw,thread_side/013.png,0.540766,0.5406119227409363,True,0.00015407725906368963
fastflow,screw,thread_side/014.png,0.666885,0.6692435145378113,True,0.0023585145378113292
fastflow,screw,thread_side/015.png,1.0,1.0,True,0.0
fastflow,screw,thread_side/016.png,0.85091,0.8521791100502014,True,0.0012691100502013608
